Obs,ItemKey,ItemName,ItemHdr,XpressfeedMnemonic,ItemNameType,ItemType,ItemDesc,ItemLongDesc,DefaultKeyset,DefaultKeysetTag,FileDimKey,FileTag,ItemSeqNum,CalendarType,CalendarFreq,SASDataType,SASFieldSize,SASFormat,ItemHasDataFlg,ItemDensityFlg,ItemActiveFlg
102,102,AIROEASM,AIROEASM,AIROEASM,AM,IT,Operating Expenses p/ ASM,AIROEASM: Operating Expenses p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,16,F,ANNUAL,1,8,14.4,Y,Y,Y
103,103,AIROEASMQ,AIROEASMQ,AIROEASMQ,AM,IT,Operating Expenses p/ ASM,AIROEASMQ: Operating Expenses p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,17,F,QUARTERLY,1,8,14.4,Y,Y,Y
104,104,AIROEASMY,AIROEASMY,AIROEASMY,AM,IT,Operating Expenses p/ ASM,AIROEASMY: Operating Expenses p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,17,F,YTD,1,8,14.4,Y,Y,Y
105,105,AIRPLF,AIRPLF,AIRPLF,AM,IT,Passenger Load Factor,AIRPLF: Passenger Load Factor (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,17,F,ANNUAL,1,8,14.4,Y,Y,Y
106,106,AIRPLFQ,AIRPLFQ,AIRPLFQ,AM,IT,Passenger Load Factor,AIRPLFQ: Passenger Load Factor (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,18,F,QUARTERLY,1,8,14.4,Y,Y,Y
107,107,AIRPLFQ_FN,AIRPLFQ_FN,AIRPLFQ_FN,AM,FN,Passenger Load Factor FN,AIRPLFQ_FN: Passenger Load Factor Footnote (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,19,F,QUARTERLY,2,4,$4.,Y,Y,Y
108,108,AIRPLFY,AIRPLFY,AIRPLFY,AM,IT,Passenger Load Factor,AIRPLFY: Passenger Load Factor (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,18,F,YTD,1,8,14.4,Y,Y,Y
109,109,AIRPLFY_FN,AIRPLFY_FN,AIRPLFY_FN,AM,FN,Passenger Load Factor FN,AIRPLFY_FN: Passenger Load Factor Footnote (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,19,F,YTD,2,4,$4.,Y,Y,N
110,110,AIRPLF_FN,AIRPLF_FN,AIRPLF_FN,AM,FN,Passenger Load Factor FN,AIRPLF_FN: Passenger Load Factor Footnote (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,18,F,ANNUAL,2,4,$4.,Y,Y,Y
111,111,AIRPRASM,AIRPRASM,AIRPRASM,AM,IT,Passenger Rev p/ ASM,AIRPRASM: Passenger Rev p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,19,F,ANNUAL,1,8,14.4,Y,Y,Y
112,112,AIRPRASMQ,AIRPRASMQ,AIRPRASMQ,AM,IT,Passenger Rev p/ ASM,AIRPRASMQ: Passenger Rev p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,20,F,QUARTERLY,1,8,14.4,Y,Y,Y
113,113,AIRPRASMQ_FN,AIRPRASMQ_FN,AIRPRASMQ_FN,AM,FN,Passenger Rev p/ ASM FN,AIRPRASMQ_FN: Passenger Rev p/ ASM Footnote (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,21,F,QUARTERLY,2,4,$4.,Y,Y,Y
114,114,AIRPRASMY,AIRPRASMY,AIRPRASMY,AM,IT,Passenger Rev p/ ASM,AIRPRASMY: Passenger Rev p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,20,F,YTD,1,8,14.4,Y,Y,Y
115,115,AIRPRASMY_FN,AIRPRASMY_FN,AIRPRASMY_FN,AM,FN,Passenger Rev p/ ASM FN,AIRPRASMY_FN: Passenger Rev p/ ASM Footnote (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,21,F,YTD,2,4,$4.,Y,Y,N
116,116,AIRPRASM_FN,AIRPRASM_FN,AIRPRASM_FN,AM,FN,Passenger Rev p/ ASM FN,AIRPRASM_FN: Passenger Rev p/ ASM Footnote (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,20,F,ANNUAL,2,4,$4.,Y,Y,N
117,117,AIRPREV,AIRPREV,AIRPREV,AM,IT,Passenger Revenue,AIRPREV: Passenger Revenue (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,21,F,ANNUAL,1,8,14.4,Y,Y,Y
118,118,AIRPREVQ,AIRPREVQ,AIRPREVQ,AM,IT,Passenger Revenue,AIRPREVQ: Passenger Revenue (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,22,F,QUARTERLY,1,8,14.4,Y,Y,Y
119,119,AIRPREVQ_DC,AIRPREVQ_DC,AIRPREVQ_DC,AM,DC,Passenger Revenue DC,AIRPREVQ_DC: Passenger Revenue Data Code (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,23,F,QUARTERLY,2,1,$1.,Y,Y,N
120,120,AIRPREVY,AIRPREVY,AIRPREVY,AM,IT,Passenger Revenue,AIRPREVY: Passenger Revenue (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,22,F,YTD,1,8,14.4,Y,Y,Y
121,121,AIRPREVY_DC,AIRPREVY_DC,AIRPREVY_DC,AM,DC,Passenger Revenue DC,AIRPREVY_DC: Passenger Revenue Data Code (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,23,F,YTD,2,1,$1.,Y,Y,N
122,122,AIRPRRPM,AIRPRRPM,AIRPRRPM,AM,IT,Passenger Rev p/ RPM,AIRPRRPM: Passenger Rev p/ RPM (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,22,F,ANNUAL,1,8,14.4,Y,Y,Y
123,123,AIRPRRPMQ,AIRPRRPMQ,AIRPRRPMQ,AM,IT,Passenger Rev p/ RPM,AIRPRRPMQ: Passenger Rev p/ RPM (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,24,F,QUARTERLY,1,8,14.4,Y,Y,Y
124,124,AIRPRRPMQ_FN,AIRPRRPMQ_FN,AIRPRRPMQ_FN,AM,FN,Passenger Rev p/ RPM FN,AIRPRRPMQ_FN: Passenger Rev p/ RPM Footnote (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,25,F,QUARTERLY,2,4,$4.,Y,Y,Y
125,125,AIRPRRPMY,AIRPRRPMY,AIRPRRPMY,AM,IT,Passenger Rev p/ RPM,AIRPRRPMY: Passenger Rev p/ RPM (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,24,F,YTD,1,8,14.4,Y,Y,Y
126,126,AIRPRRPMY_FN,AIRPRRPMY_FN,AIRPRRPMY_FN,AM,FN,Passenger Rev p/ RPM FN,AIRPRRPMY_FN: Passenger Rev p/ RPM Footnote (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,25,F,YTD,2,4,$4.,Y,Y,N
127,127,AIRPRRPM_FN,AIRPRRPM_FN,AIRPRRPM_FN,AM,FN,Passenger Rev p/ RPM FN,AIRPRRPM_FN: Passenger Rev p/ RPM Footnote (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,23,F,ANNUAL,2,4,$4.,Y,Y,Y
128,128,AIRRENTQ,AIRRENTQ,AIRRENTQ,AM,IT,Aircraft Rent Qtrly,AIRRENTQ: Aircraft Rent Quarterly (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,26,F,QUARTERLY,1,8,14.4,Y,Y,Y
129,129,AIRRENTY,AIRRENTY,AIRRENTY,AM,IT,Aircraft Rent Year to Date,AIRRENTY: Aircraft Rent Year to Date (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,26,F,YTD,1,8,14.4,N,N,N
130,130,AIRRPC,AIRRPC,AIRRPC,AM,IT,Revenue Passengers Carried,AIRRPC: Revenue Passengers Carried (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,24,F,ANNUAL,1,8,14.4,Y,Y,Y
131,131,AIRRPCQ,AIRRPCQ,AIRRPCQ,AM,IT,Revenue Passengers Carried,AIRRPCQ: Revenue Passengers Carried (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,27,F,QUARTERLY,1,8,14.4,Y,Y,Y
132,132,AIRRPCQ_DC,AIRRPCQ_DC,AIRRPCQ_DC,AM,DC,Revenue Passengers Carried DC,AIRRPCQ_DC: Revenue Passengers Carried Data Code (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,28,F,QUARTERLY,2,1,$1.,Y,Y,N
133,133,AIRRPCY,AIRRPCY,AIRRPCY,AM,IT,Revenue Passengers Carried,AIRRPCY: Revenue Passengers Carried (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,27,F,YTD,1,8,14.4,Y,Y,Y
134,134,AIRRPCY_DC,AIRRPCY_DC,AIRRPCY_DC,AM,DC,Revenue Passengers Carried DC,AIRRPCY_DC: Revenue Passengers Carried Data Code (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,28,F,YTD,2,1,$1.,Y,Y,N
135,135,AIRRPK,AIRRPK,AIRRPK,AM,IT,Rev Pssngr Kilometers (RPKs),AIRRPK: Rev Pssngr Kilometers (RPKs) (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,25,F,ANNUAL,1,8,14.4,Y,Y,N
136,136,AIRRPKQ,AIRRPKQ,AIRRPKQ,AM,IT,Revenue Pssngr Kilometers (RPKs),AIRRPKQ: Revenue Pssngr Kilometers (RPKs) (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,29,F,QUARTERLY,1,8,14.4,Y,Y,Y
137,137,AIRRPKQ_DC,AIRRPKQ_DC,AIRRPKQ_DC,AM,DC,Revenue Pssngr Kilometers (RPKs) DC,AIRRPKQ_DC: Revenue Pssngr Kilometers (RPKs) Data Code (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,30,F,QUARTERLY,2,1,$1.,Y,Y,N
138,138,AIRRPKY,AIRRPKY,AIRRPKY,AM,IT,Rev Pssngr Kilometers (RPKs),AIRRPKY: Rev Pssngr Kilometers (RPKs) (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,29,F,YTD,1,8,14.4,Y,Y,Y
139,139,AIRRPKY_DC,AIRRPKY_DC,AIRRPKY_DC,AM,DC,Rev Pssngr Kilometers (RPKs) DC,AIRRPKY_DC: Rev Pssngr Kilometers (RPKs) Data Code (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,30,F,YTD,2,1,$1.,Y,Y,N
140,140,AIRRPM,AIRRPM,AIRRPM,AM,IT,Revenue Passenger Miles (RPMs),AIRRPM: Revenue Passenger Miles (RPMs) (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,26,F,ANNUAL,1,8,14.4,Y,Y,Y
141,141,AIRRPMQ,AIRRPMQ,AIRRPMQ,AM,IT,Revenue Passenger Miles (RPMs),AIRRPMQ: Revenue Passenger Miles (RPMs) (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,31,F,QUARTERLY,1,8,14.4,Y,Y,Y
142,142,AIRRPMQ_DC,AIRRPMQ_DC,AIRRPMQ_DC,AM,DC,Revenue Passenger Miles (RPMs) DC,AIRRPMQ_DC: Revenue Passenger Miles (RPMs) Data Code (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,32,F,QUARTERLY,2,1,$1.,Y,Y,N
143,143,AIRRPMQ_FN,AIRRPMQ_FN,AIRRPMQ_FN,AM,FN,Revenue Passenger Miles (RPMs) FN,AIRRPMQ_FN: Revenue Passenger Miles (RPMs) Footnote (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,33,F,QUARTERLY,2,4,$4.,Y,Y,Y
144,144,AIRRPMY,AIRRPMY,AIRRPMY,AM,IT,Revenue Passenger Miles (RPMs),AIRRPMY: Revenue Passenger Miles (RPMs) (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,31,F,YTD,1,8,14.4,Y,Y,Y
145,145,AIRRPMY_DC,AIRRPMY_DC,AIRRPMY_DC,AM,DC,Revenue Passenger Miles (RPMs) DC,AIRRPMY_DC: Revenue Passenger Miles (RPMs) Data Code (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,32,F,YTD,2,1,$1.,Y,Y,N
146,146,AIRRPMY_FN,AIRRPMY_FN,AIRRPMY_FN,AM,FN,Revenue Passenger Miles (RPMs) FN,AIRRPMY_FN: Revenue Passenger Miles (RPMs) Footnote (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,33,F,YTD,2,4,$4.,Y,Y,N
147,147,AIRRPM_FN,AIRRPM_FN,AIRRPM_FN,AM,FN,Revenue Passenger Miles (RPMs) FN,AIRRPM_FN: Revenue Passenger Miles (RPMs) Footnote (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,27,F,ANNUAL,2,4,$4.,Y,Y,N
148,148,AIRTFX,AIRTFX,AIRTFX,AM,IT,Fuel Expense,AIRTFX: Fuel Expense (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,28,F,ANNUAL,1,8,14.4,Y,Y,Y
149,149,AIRTFXQ,AIRTFXQ,AIRTFXQ,AM,IT,Fuel Expense,AIRTFXQ: Fuel Expense (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,34,F,QUARTERLY,1,8,14.4,Y,Y,Y
150,150,AIRTFXQ_DC,AIRTFXQ_DC,AIRTFXQ_DC,AM,DC,Fuel Expense DC,AIRTFXQ_DC: Fuel Expense Data Code (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,35,F,QUARTERLY,2,1,$1.,Y,Y,N
151,151,AIRTFXY,AIRTFXY,AIRTFXY,AM,IT,Fuel Expense,AIRTFXY: Fuel Expense (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,34,F,YTD,1,8,14.4,Y,Y,Y
152,152,AIRTFXY_DC,AIRTFXY_DC,AIRTFXY_DC,AM,DC,Fuel Expense DC,AIRTFXY_DC: Fuel Expense Data Code (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,35,F,YTD,2,1,$1.,Y,Y,N
153,153,AIRTL,AIRTL,AIRTL,AM,IT,Aircraft Leased,AIRTL: Aircraft Leased (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,29,F,ANNUAL,1,8,14.4,Y,Y,Y
154,154,AIRTO,AIRTO,AIRTO,AM,IT,Aircraft Owned,AIRTO: Aircraft Owned (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,30,F,ANNUAL,1,8,14.4,Y,Y,Y
155,155,AIRTRASM,AIRTRASM,AIRTRASM,AM,IT,Total Revenue p/ ASM,AIRTRASM: Total Revenue p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,31,F,ANNUAL,1,8,14.4,Y,Y,Y
156,156,AIRTRASMQ,AIRTRASMQ,AIRTRASMQ,AM,IT,Total Revenue p/ ASM,AIRTRASMQ: Total Revenue p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,36,F,QUARTERLY,1,8,14.4,Y,Y,Y
157,157,AIRTRASMQ_FN,AIRTRASMQ_FN,AIRTRASMQ_FN,AM,FN,Total Revenue p/ ASM FN,AIRTRASMQ_FN: Total Revenue p/ ASM Footnote (Refer to your Compustat documentation for item definitions),1,STD,65,OTH_QTR,37,F,QUARTERLY,2,4,$4.,Y,Y,Y
158,158,AIRTRASMY,AIRTRASMY,AIRTRASMY,AM,IT,Total Revenue p/ ASM,AIRTRASMY: Total Revenue p/ ASM (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,36,F,YTD,1,8,14.4,Y,Y,Y
159,159,AIRTRASMY_FN,AIRTRASMY_FN,AIRTRASMY_FN,AM,FN,Total Revenue p/ ASM FN,AIRTRASMY_FN: Total Revenue p/ ASM Footnote (Refer to your Compustat documentation for item definitions),1,STD,66,OTH_YTD,37,F,YTD,2,4,$4.,Y,Y,N
160,160,AIRTRASM_FN,AIRTRASM_FN,AIRTRASM_FN,AM,FN,Total Revenue p/ ASM FN,AIRTRASM_FN: Total Revenue p/ ASM Footnote (Refer to your Compustat documentation for item definitions),1,STD,64,OTH_ANN,32,F,ANNUAL,2,4,$4.,Y,Y,Y
161,161,AJEX,AJEX,AJEX,AM,IT,Adjustment Factor (Company) - Cumulative by Ex-Date,AJEX: Adjustment Factor (Company) - Cumulative by Ex-Date (Refer to your Compustat documentation for item definitions),1,STD,70,DES_ANN,12,F,ANNUAL,1,8,BEST16.,Y,Y,Y
162,162,AJEXM,AJEXM,AJEXM,AM,IT,Adjustment Factor (Company) Cumulative by Ex-Date Monthly,AJEXM: Adjustment Factor (Company) Cumulative by Ex-Date Monthly (Refer to your Compustat documentation for item definitions),51,I1,93,SEC_TS_ITM,7,C,MONTHLY,1,8,14.4,Y,Y,Y
163,163,AJEXQ,AJEXQ,AJEXQ,AM,IT,Adjustment Factor (Company) - Cumulative by Ex-Date,AJEXQ: Adjustment Factor (Company) - Cumulative by Ex-Date (Refer to your Compustat documentation for item definitions),1,STD,71,DES_QTR,10,F,QUARTERLY,1,8,BEST16.,Y,Y,Y
164,164,AJP,AJP,AJP,AM,IT,Adjustment Factor (Company) - Cumulative by Payable Date,AJP: Adjustment Factor (Company) - Cumulative by Payable Date (Refer to your Compustat documentation for item definitions),1,STD,70,DES_ANN,13,F,ANNUAL,1,8,BEST16.,Y,Y,Y
165,165,AJPM,AJPM,AJPM,AM,IT,Cumulative Adjustment Factor - Pay Date -Monthly,AJPM: Cumulative Adjustment Factor - Pay Date -Monthly (Refer to your Compustat documentation for item definitions),51,I1,93,SEC_TS_ITM,8,C,MONTHLY,1,8,12.6,Y,Y,Y
166,166,AJPQ,AJPQ,AJPQ,AM,IT,Adjustment Factor (Company) - Cumulative byPay-Date,AJPQ: Adjustment Factor (Company) - Cumulative byPay-Date (Refer to your Compustat documentation for item definitions),1,STD,71,DES_QTR,11,F,QUARTERLY,1,8,BEST16.,Y,Y,Y
167,167,ALDO,ALDO,ALDO,AM,IT,Long-term Assets of Discontinued Operations,ALDO: Long-term Assets of Discontinued Operations (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,33,F,ANNUAL,1,8,14.4,Y,Y,Y
168,168,ALDO_DC,ALDO_DC,ALDO_DC,AM,DC,Long-term Assets of Discontinued Operations DC,ALDO_DC: Long-term Assets of Discontinued Operations Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,34,F,ANNUAL,2,1,$1.,Y,Y,N
169,169,ALIR,ALIR,ALIR,AM,IT,Aggregate Loan and Investment Revenue,ALIR: Aggregate Loan And Investment Revenue (Refer to your Compustat documentation for item definitions),2100,BSTD,7,BNK_ANN,10,F,ANNUAL,1,8,14.4,Y,Y,N
170,170,ALTOQ,ALTOQ,ALTOQ,AM,IT,Other Long-term Assets,ALTOQ: Other Long-term Assets (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,15,F,QUARTERLY,1,8,14.4,Y,Y,Y
171,171,AM,AM,AM,AM,IT,Amortization of Intangibles,AM: Amortization of Intangibles (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,13,F,ANNUAL,1,8,14.4,Y,Y,Y
172,172,AMC,AMC,AMC,AM,IT,Amortization (Cash Flow) - Utility,AMC: Amortization (Cash Flow) - Utility (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,11,F,ANNUAL,1,8,14.4,Y,Y,Y
173,173,AMCY,AMCY,AMCY,AM,IT,Amortization (Cash Flow),AMCY: Amortization (Cash Flow) (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,10,F,YTD,1,8,14.4,Y,Y,Y
174,174,AMCY_DC,AMCY_DC,AMCY_DC,AM,DC,Amortization (Cash Flow) DC,AMCY_DC: Amortization (Cash Flow) Data Code (Refer to your Compustat documentation for item definitions),1,STD,14,CF_YTD,11,F,YTD,2,1,$1.,Y,Y,Y
175,175,AMC_DC,AMC_DC,AMC_DC,AM,DC,Amortization (Cash Flow) - Utility DC,AMC_DC: Amortization (Cash Flow) - Utility Data Code (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,12,F,ANNUAL,2,1,$1.,Y,Y,N
176,176,AMC_FN,AMC_FN,AMC_FN,AM,FN,Amortization (Cash Flow) - Utility FN,AMC_FN: Amortization (Cash Flow) - Utility Footnote (Refer to your Compustat documentation for item definitions),1,STD,12,CF_ANN,13,F,ANNUAL,2,4,$4.,Y,Y,N
177,177,AMDC,AMDC,AMDC,AM,IT,Amortization of Deferred Charges,AMDC: Amortization of Deferred Charges (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,11,F,ANNUAL,1,8,14.4,Y,Y,Y
178,178,AMGW,AMGW,AMGW,AM,IT,Amortization of Goodwill,AMGW: Amortization of Goodwill (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,12,F,ANNUAL,1,8,14.4,Y,Y,Y
179,179,AMGWQ,AMGWQ,AMGWQ,AM,IT,Amortization of Goodwill,AMGWQ: Amortization of Goodwill (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,11,F,QUARTERLY,1,8,14.4,Y,Y,Y
180,180,AMGWQ_DC,AMGWQ_DC,AMGWQ_DC,AM,DC,Amortization of Goodwill DC,AMGWQ_DC: Amortization of Goodwill Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,8,BNK_QTR,12,F,QUARTERLY,2,1,$1.,Y,Y,Y
181,181,AMGWY,AMGWY,AMGWY,AM,IT,Amortization of Goodwill,AMGWY: Amortization of Goodwill (Refer to your Compustat documentation for item definitions),2100,BSTD,9,BNK_YTD,8,F,YTD,1,8,14.4,Y,Y,Y
182,182,AMGWY_DC,AMGWY_DC,AMGWY_DC,AM,DC,Amortization of Goodwill DC,AMGWY_DC: Amortization of Goodwill Data Code (Refer to your Compustat documentation for item definitions),2100,BSTD,9,BNK_YTD,9,F,YTD,2,1,$1.,Y,Y,Y
183,183,AMGW_DC,AMGW_DC,AMGW_DC,AM,DC,Amortization of Goodwill DC,AMGW_DC: Amortization of Goodwill Data Code (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,13,F,ANNUAL,2,1,$1.,Y,Y,N
184,184,AM_DC,AM_DC,AM_DC,AM,DC,Amortization of Intangibles DC,AM_DC: Amortization of Intangibles Data Code (Refer to your Compustat documentation for item definitions),1,STD,40,IS_ANN_INDL,14,F,ANNUAL,2,1,$1.,Y,Y,N
185,185,AM_FN,AM_FN,AM_FN,AM,FN,Amortization of Intangibles FN,AM_FN: Amortization of Intangibles Footnote (Refer to your Compustat documentation for item definitions),4,FS,39,IS_ANN_FS,10,F,ANNUAL,2,4,$4.,Y,Y,N
186,186,ANCQ,ANCQ,ANCQ,AM,IT,Non-Current Assets - Total,ANCQ: Non-Current Assets - Total (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,16,F,QUARTERLY,1,8,14.4,Y,Y,Y
187,187,ANNUALDATACODENAME,ANNUALDATACODENAME,Metadata,MD,MD,Annual Data Code Name,Not in Compustat documentation,-1,DNE,-1,ITEMREL,6,N,N/A,2,24,$24.,Y,Y,Y
188,188,ANNUALFOOTNOTENAME,ANNUALFOOTNOTENAME,Metadata,MD,MD,Annual Footnote Name,Not in Compustat documentation,-1,DNE,-1,ITEMREL,5,N,N/A,2,24,$24.,Y,Y,Y
189,189,ANNUALITEMNAME,ANNUALITEMNAME,Metadata,MD,MD,Annual Item Name,Not in Compustat documentation,-1,DNE,-1,ITEMREL,4,N,N/A,2,24,$24.,Y,Y,Y
190,190,ANO,ANO,ANO,AM,IT,Assets Netting & Other Adj,ANO: Assets Netting & Other Adjustments (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,35,F,ANNUAL,1,8,14.4,Y,Y,Y
191,191,ANOQ,ANOQ,ANOQ,AM,IT,Assets Netting & Other Adj,ANOQ: Assets Netting & Other Adjustments (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,17,F,QUARTERLY,1,8,14.4,Y,Y,Y
192,192,ANOQ_DC,ANOQ_DC,ANOQ_DC,AM,DC,Assets Netting & Other Adj DC,ANOQ_DC: Assets Netting & Other Adjustments Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,18,F,QUARTERLY,2,1,$1.,Y,Y,N
193,193,AO,AO,AO,AM,IT,Assets - Other,AO: Assets - Other (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,36,F,ANNUAL,1,8,14.4,Y,Y,Y
194,194,AOCIDERGL,AOCIDERGL,AOCIDERGL,AM,IT,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss,AOCIDERGL: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,37,F,ANNUAL,1,8,14.4,Y,Y,Y
195,195,AOCIDERGLQ,AOCIDERGLQ,AOCIDERGLQ,AM,IT,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss,AOCIDERGLQ: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,19,F,QUARTERLY,1,8,14.4,Y,Y,Y
196,196,AOCIDERGLQ_DC,AOCIDERGLQ_DC,AOCIDERGLQ_DC,AM,DC,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss DC,AOCIDERGLQ_DC: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss Data Code (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,20,F,QUARTERLY,2,1,$1.,Y,Y,Y
197,197,AOCIDERGLQ_FN,AOCIDERGLQ_FN,AOCIDERGLQ_FN,AM,FN,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss FN,AOCIDERGLQ_FN: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss Footnote (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,21,F,QUARTERLY,2,4,$4.,Y,Y,N
198,198,AOCIDERGL_DC,AOCIDERGL_DC,AOCIDERGL_DC,AM,DC,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss DC,AOCIDERGL_DC: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss Data Code (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,38,F,ANNUAL,2,1,$1.,Y,Y,Y
199,199,AOCIDERGL_FN,AOCIDERGL_FN,AOCIDERGL_FN,AM,FN,Accum Other Comp Inc - Derivatives Unrealized Gain/Loss FN,AOCIDERGL_FN: Accum Other Comp Inc - Derivatives Unrealized Gain/Loss Footnote (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,39,F,ANNUAL,2,4,$4.,Y,Y,N
200,200,AOCIOTHER,AOCIOTHER,AOCIOTHER,AM,IT,Accum Other Comp Inc - Other Adj,AOCIOTHER: Accum Other Comp Inc - Other Adjustments (Refer to your Compustat documentation for item definitions),1,STD,5,BAL_ANN_INDL,40,F,ANNUAL,1,8,14.4,Y,Y,Y
201,201,AOCIOTHERQ,AOCIOTHERQ,AOCIOTHERQ,AM,IT,Accum Other Comp Inc - Other Adj,AOCIOTHERQ: Accum Other Comp Inc - Other Adjustments (Refer to your Compustat documentation for item definitions),1,STD,6,BAL_QTR,22,F,QUARTERLY,1,8,14.4,Y,Y,Y
